text,in_reply,quoted_text,is_sarcastic
"@AliceSester @soluizacaraio pablo q me disse blz, criadora de gírias",@soluizacaraio @lucasramolar foi tu q falou essa giria pra ele? foi eu q criei mds,,0
Partiu americano,,,0
o pedrinho quando sai do alter ego religiosoh eh o melhor https://t.co/pjhbuJ05rv,,https://t.co/WRjIfBEWKK,0
@ger369ht Tá quanto?,"Vou ver esse segundo tempo todo do jogo, nem vi o gol😏",,0
@_euBrunaLima Po tá em búzios,25 REAIS UM POTE DE PÉ DE MOLEQUE ??????????,,0
cancela nao vo ser sequestrado mais jungwoo amo voce obg,tudo sob controle nada e se eu for sequestradoKKKKKKKKKKKK,,0
"Heueheueu a gente fica trocando sticker, mas quando nos encontramos ficam os dois fazendo cu doce... Aiai lorin...",KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK aiai agronomia... https://t.co/9nqdv023r5,,0
A nova descoberta é que Glenn e a esposa de Moro são irmãos. É um conluio internacional para enfraquecer o Brasil. A esposa de Moro obriga o pobre coitado a só fazer cagada e o irmão dela denuncia as merdas ao Mundo. Tudo indica que George Soros está por trás do plano.,,,0
"Sei lá, ela é meu mundo",,,0
depois q eu terminar lucifer to pensando se vejo stranger things ou la casa de papel,,,0
"sai de casa por 1h e qdo chego meu gato tá arranhando meu casaco novo 

ele tá p adoção agr quem quiser só mandar dm https://t.co/X9r2zCICac",,,0
Era Só Uma Namorada Na Minha Vida,,,0
"Cachaça 
Sexo violento
Comunismo https://t.co/wCdFmPHc7a",,As três primeiras palavras que encontrar definem o que você precisa agora https://t.co/93KVLhBEvT,0
odeio ter essas crises de novo,,,0
@alvxaro @vieiralivia_ nois ai,"“amiga, eu nao sei pq ninguém chega na gente nas festas”

eu e minha amiga nas festas: https://t.co/5mHMRBHoHl",,0
@deusefiel33333 Um frio desse fica dentro de casa prr,"Tomei um banho já sentar no portão, mas não tem ninguém 😑",,0
Eh q no sigilo eh tudo melhor heheheheh https://t.co/NiO07yITOV,,cumprimentar com beijo no rosto quem vc já beijou na boca é estranho né kkkkkkkkkkkk,0
@BTS_twt Me encara assim para ver se eu não te dou um socão,다녀오겠습니다!! 🤨💜✈️ https://t.co/LTGUmCjki5,,0
@__crissthaay Qualquer semelhança é mera coincidência kk,@monique_marriel quem dera kkkkkk,,0
@LorenaMeritano Felicidades.,"Hoy tuve Oncologo, me recibió felicitándome, hoy 4 de julio cumplo 5 años de la primera cirugía. ¡5 años ya!
Todo está perfecto y por primera vez me dio órdenes y turno para dectro de 1 año.
Comienzo controles cada año
Me dijo: ¡Es para celebrar ! 
Estoy feliz.
Gracias a Dios.",,0
Cara eu tenho a total certeza que eu estou entrando na minha melhor fase da vida em relação a amizade! Desde quando pedi a Deus pra afastar oq n me acrescenta ele tem feito isso direitinho! A minha melhor companhia sou eu demorei pra entender mas agradeço dms a Deus por isso!,,,0
@maricampos_m @isabella11188 Meninas de 14 anos 😭😭😭🤘🤘🤘,,,0
To no tt pelo not,,,0
sdds comer um pãozinho com salsicha e coca la no gge,,,0
vou pedir um salário pros meus tios pq eu fico o dia todo atendendo o telefone de lojas combrando eles,,,0
"@davigrijov @iagomonaco05 @lbertozzi Na verdade ele voltou pra se tornar o jogador com mais partidas na história pelo campeonato italiano, hoje, ele tem 640, Maldini tem 647, cláusula contratual dele é de jogar pelo menos 8 partidas como titular","@iagomonaco05 @lbertozzi Claro que não faz, mas ele quis jogar a sua ultima temporada pelo time de coração. E posteriormente assumir a diretoria. Assim como Peter Cech, a diferença é que jogou a ultima temporada pelo Arsenal e assumiu a diretoria no Chelsea.",,0
@whosspellman literalmente clube da luta,"Explodir bancos 
Sexo violento 
Absinto https://t.co/0CrIDnlB1v",,0
quinta da semana q vem eu vo tá explodindo d felicidade,,,0
""" Todo mundo fala que ele tem maus modos,mais ele  tem ótimos princípios""  (Paulo Guedes sobre Bolsonaro)",,,0
Adoro os louvores do @MiguelBuila ❤,,,0
"Fica me dando muita expectativa e depois some, ai volta do nada e some novamente, ah vá se foder. https://t.co/l50Ce7Z9y7",,"Aí turma, o #tbt de hoje. 😂 Qual seria a frase para esse meme hoje? https://t.co/jkoMsLCUzk",0
"@spbutterfly @jampamatos Eu e aranhas, todo dia algum amigo mandando foto","@jampamatos Desde que trabalhei com serpentes, volta e meia alguém me manda uma foto perguntando se é ""venenosa"" ou não.",,0
Cada dia mais gata hein — Uau Vlw 😘 https://t.co/akHRVppjuu,,,0
"Ouvido aquela do Sabá Negro, Paranóia",,,0
@Betannnia Felicidadeeeees o/,"Ayer firmé el acta de grado y aún no me lo creo. Ingeniero geofísico, egresada de la Universidad Simón Bolívar. https://t.co/dZlVF1F38z",,0
"@xicoo1904 Obrigado e Boa sorte, segue os teus sonhos e trabalha para os alcançar!","@Diogo_barbosa0 não tou a gozar, mas também tou a pensar em seguir Fuzileiro , e já sei que é mto difícil por causa da família etc , mas tens o meu respeito ✊🏻",,0
Laura ainda tem a pachorra de se fazer de vítima?  #PorAmor,,,0
@larosqi É aquele menino do twiter,"Quem deve ter vergonha na cara é uma pessoa q ta quieta na dela e nem pediu opinião, ou uma pessoa q só sabe flr… — Quem és? Obrigada!! https://t.co/M2aDMzdHsm",,0
@luciano087 depois de segunda conta comigo,@aleclightwoow Bora pode vir,,0
"@ayubrazil Na minha opnião vc eh racista 😃, e a disney ta cagando pra sua opinião.","A Ariel é branca e ruiva.

A Disney tem feito os live Actions bem fiéis as obras originais da versão animada, não entendi a escolha.

Ela ficaria belíssima como a Princesa Tiana.

Na minha opinião, isso é lacração. Não faz nenhum sentido. https://t.co/0quP49QPpM",,0
@WerneckRicci se ela realmente estiver falando a verdade poderia deixar claro a intenção né! mas soou apenas como um chilique mesmo,@homos_sexual24 Repostou**,,0
"@GDZINHA1 Agora ela está no portão sentada ""fofocando"" kkkkkkkkkkk","@AndradeMarcelli Kkkkkkkkkkkkkkkkkkkkkkkkkk tipo "" se ela deixou não interessa, sei que eu to indo"" 😂😂😂😂",,0
@lucca_mary Kkkkkkkkkkkkkkkkkkkkkkk brinca p crl 🙅🏻‍♂️🤪,"@43BoladoMx Branco tatuado, cara de bandido kkkkkkkkkkkkkkk os segurança fica em cima né.....",,0
"preguiça de lavar o cabelo aaa
https://t.co/0BTuAznqdf",,,0
status de visita: perfil visualizado 6 vezes https://t.co/4Cd0rrkxuW,,,0
Nao gosta de qual animal ? — Homens https://t.co/2zEjvGA1dH,,,0
@jmssx eu não sei se estou preparada para isso...,,,0
"@jorgeofco @jairbolsonaro @SGPresidencia Bem vindo!! Isso aqui é uma loucura, mas é só fazer igual seu colega fez quando aparecer um bater: ""sem tempo, irmão!"" E focar no que importa! Boa sorte!!","Seguindo as diretrizes determinadas pelo Presidente @jairbolsonaro, estou criando este canal para me comunicar diretamente com a sociedade e levar informações relevantes acerca de nosso trabalho na Secretaria-Geral da Presidência da República (@SGPresidencia). Boa tarde a todos!",,0
@Pedroo_Henrique Antigamente você era o passivo 😔 kkkkkkk,,,0
"@Pontifex_pt Papa, o senhor não sabe, mas aqui no Brasil, usaram o seu vídeo politicamente e as pessoas estão criticando e atacando, sem saber que as intenções são pré estabelecidas. Não se permita ser joguete nas mãos desses políticos corruptos!",https://t.co/rS0V51a4cj,,0
Chego do serviço coloco roupa de academia pra não desanimar,,,0
"VERDADE...VESPERTINA:

Verdevaldo tem saudades da mulher que nunca será.

#pas https://t.co/RUz9siGxhB",,,0
@eudissehi q mão bonita.,,,0
"@Thiamogata ainda não :(
ele oficialmente se encerra dia 8
mas tenho coisa pra entregar até dia QUINZEee 😞

aproveita q ta de ferias pra nao fazer nd msm eh mto bom o tal ÓCIO","@bonitadelonge Eh q eu so otimista mesmo .. foda

Seu semestre ainda n acabou???
O meu acabou sabado mas meu corpo ainda ta desistindo de viver",,0
@dixx_juniorofc Não achei,@belaana03 @juniormendes_ofc,,0
@OFECoficial @Palmeiras CRISE NO PALMEIRAS KKKKKKKKKKKKKKKKKKKKKLLLLLKKKKKKKKKKK,"2T 35’ GOL DO OPERÁRIO! Mailton amplia para o Fantasma no jogo-treino.

@Palmeiras 0x2 Operário",,0
@jeann_fernandes @RaphaelBarcelo @lelezera1 @lucasnovas7 Kkkkkkkkkkkk sempre,"Todos bem sobrios
@RaphaelBarcelo @lelezera1 @lucasnovas7 @marciohnovas https://t.co/r6KIhPcL0m",,0
Larissa não presta Deus hsushudhdus,,,0
"Minha chuteirinha nova chegou, sábado é dia de estreiar ela no campeonato, espero que seja com gols 😅",,,0
@hexoquinase Mó da hora,Já gemeram lambendo meu sovaco e eu amei,,0
ai vem cá rapidinho suprir minha expectativa,,,0
"@glorycchaos Tenho um trauma bem específico com esse negócio, posso estar projetando meu trauma","@yngridssso ME DEIXA BELE,,,",,0
"Senhor, me livra dessa cruz.",,,0
"@lebluenil mano eu sempre fico surpresa com essa quarta aí, é ASSUSTADOR",,,0
@jairbolsonaro @JusticaGovBR Parabéns Presidente...👏👏👏👂,"- Nosso Governo doou hoje, via @JusticaGovBR, 42 mil equipamentos de segurança, entre eles armamentos, munições, viaturas, etc, aos 26 estados e DF. Os itens ajudarão a modernizar, aprimorar e reforçar o trabalho das forças de segurança no combate ao crime em todo o Brasil. 🇧🇷",,0
@Ryan_ABorges Kkkkkk triste,@igor02machado nego fica pagando pau pra parasita,,0
@samantha_klein0 Vamo kkkkkkk,@padilhaste Boti kkk,,0
Bem contente em estar viajando para buscar mercadorias pra lojinhaaaa,,,0
"me indiquem um filme bom

não me deixem no vácuo pf https://t.co/l2HmZVdrKg",,,0
"@oreogon Mas eu não fiz nadinha! 

/ok, u’re making me SOFT AGAIN.","@femmxart Alá, fazendo a egípcia!

/hey pls don't cry ure beautiful.",,0
saudade de beijar uma certa boquinha,,,0
@KenaiSouza @pedritoslove mira toda la facha q manejas,@pedritoslove Doouww recie veo esto! Te puedo pedir que me pases el link de la foto? asi la puedo descargar ajsgskaj No la encuentro por ningun lado :(,,0
"A Paula quase casou no role e a menina tá mandando mensagem falando ""sdds já"" KKKKKKKKKKKK tadinha",,,0
@BruniBruni2019 Como ia ser bom no Brasil isso.,"É, lá as atitudes são severas! Aprendem ou aprendem. https://t.co/CEFltuC8nA",,0
@xicograziano Nunca pensei que torceria tanto pelo Palocci!,"ROUBO.
Palocci disse que a taxa de risco para Angola foi rebaixada por uma ""decisão política"" que partiu ""de Lula. Segundo Palocci, teria permitido que os empréstimos saltassem de R$ 600 milhões para R$ 1 bilhão, rendendo mais de R$ 60 milhões ao PT.

https://t.co/3OqczwAi9A",,0
"Basta cobrar de TODOS, devedores da Presidência que o valor e bem superior a R$ 1 TRI. https://t.co/HKzYlRRcaa",,"Recado à tropa da teoria da conspiração: NÃO DESISTIMOS da Nova Previdência de R$1 TRI. TODOS estamos trabalhando por isso, governo @jairbolsonaro, líderes, partidos. Vamos conseguir no diálogo e no voto. Chutar a porta e gritar NÃO ADIANTA nada! O Brasil terá uma boa surpresa 😉",0
@pr0bl3mAt1ka153 @faeryldae Que nojo mano ma moral vi uns assim na academia do lacustre esses dias...Kkkkkkklk,@faeryldae @crisscomh nem assim,,0
"se uma mutual disse q tá valendo ent tá valendo  #MGMAVOTE #NCT127 
@NCTsmtown_127",,,0
"@biccherry VOCÊ, AMOR DA MINHA VIDA",@fkamillyy GOSTOSASSSS,,0
@PMESP Parabéns,Procurado da justiça é capturado pela Polícia Militar em Itatiba. Veja mais: https://t.co/RFnzTEU5Im https://t.co/s7BTcT5Zsj,,0
a minha alma está entupida ó céus muito difícil ter alergia respiratória 🤧,,,0
"@jksdfnkds com uma empresa do RJ, qual que era o insta do que você fez de Maringá mesmo amiga?",@vinefb mds migo muito caro tu pediu onde esse orçamento?,,0
Eu precisava muito de um desse https://t.co/GJgnIopApU,,https://t.co/Pe0fdahqko,0
@observadorpt Qual o problema? Os amigos são para as ocasiões.,"Pedro Costa, filho de António Costa, contratou três amigos para seus assessores em juntas de freguesia: https://t.co/Y0PxOfCSHO",,0
Tô ansioso pra caralho pra saber como vai ser meu aniversário,,,0
@millamotta nunca nessa vida,Queria cortar uma franja mas acho q vou ficar similar ao belzebu 🥺🥵,,0
Que asco me da mi cara,,,0
@comunistasuave Me recuso a postar o que eu encontrei,As três primeiras palavras que encontrar definem o que você precisa agora https://t.co/93KVLhBEvT,,0
O dear. https://t.co/BMAe4M27Kh,,"Ik zeg het nog één keer:
De nazi's waren niet links en - ondanks hun naam - ook niet socialistisch. Ze waren extreemrechts, punt.
Als u daar omdat u zelf rechts bent moeite mee heeft, wordt het hoog tijd uzelf te vragen of u niet té rechts bent.",0
"@mamaefalei São as intenções para 2019...q o Papa sempre faz, a esquerda está publicando como se fosse para o Lula e o Ministro Moro...é como a estória do crucifixo!","Achei muito estranho esse vídeo do Papa. Mas ainda não justifica a esquerda usar o catolicismo dessa maneira, desde o ""showmício"" do Lula eles tentam usar líderes religiosos para validar os males que fizeram para o Brasil.",,0
se ela visse o jack ia pirar c ele kkk,,,0
Fiz chocolate quente p esperar o mozão do serviço,,,0
WALT DISNEY TB ERA RACISTA POR SÓ FAZER PRINCESA BRANCA,,,0
mds a correlação zeroooo https://t.co/x5YksrSUUb,,"Vcs adora ter pena de mulhe b***** eh tão engraçado q a taylor mesmo já mostrou varias vezes q não merece isso 

Uma vez na história um cara preto faz uma gracinha com uma delas e geral fica 😭😭😭tadinha 

Tadinha meu piru rapa",0
@Joao_Almirante Pocah fez bem ao menino Marcos Jr.,"Melhores do primeiro tempo

Marco Júnior e Pikachu",,0
"@luvckyun eu fiquei mt chocada, tava só nos papinhos na dm o auge",aí gabi só quem viveu sabe https://t.co/Sg9HcLs9CB,,0
@UOLNoticias Já eu acho que o salário mínimo deveria ser uns 30.000 reais,"Salário mínimo em junho deveria ter sido de R$ 4.214,62, diz Dieese https://t.co/LihM0X9gAq",,0
Se respondesses secalhar...,,,0
Ai o coraçãozinho chega a tremer 🥰,,,0
@alan_jr03 E eu q logo pintei o potezada,e eu q logo raspei a cabeça 🤦🏻‍♂️,,0
ME OIS GRITAR? AAAAAAAAAAAA POR FIN HOSTIA PUTA https://t.co/qXefKAPiyG,,"Peaky Blinders series 5 premiere will be on July 18. #PeakyBlinders 

MOOD: https://t.co/tnugRwVR19",0
@LuciaFonseca Sim! 😃😃😃 Ainda não parei de rir com a nossa localização no concerto 🤣🤣🤣,@mariadsanches Os comboios pelo menos estão bem 😊,,0
@La_banderita Joto,,,0
@Crl_julya @romarinhocpx Larga de ser chata kkkkkk,@romarinhocpx @Dryka137 olha 😂😂😂😂,,0
"Eleven toda empoderada nessa 3º temporada, formou personalidade forte, gostei",,,0
"a não, pqp https://t.co/8q8fwxix62",,"@wilsonwitzel Oi governador, boa noite. Soube recentemente sobre a questão da escada rolante que leva ao Cristo está há mais de 2 meses quebrada. Alguma previsão de quando isso será resolvido? Como carioca e apaixonada pelo Rio fico muito triste com a situação...",0
Aqui sigo acostada con isabella dormida,,,0
@_garylineker Infelizmente não gatão,@Feer_setubal Tá na baia já gatinha?,,0
Como chamar moças bonitas pra sair? Google pesquisar,,,0
Chegaaaa 6:30 🙏🙏🙏🙏,,,0
Mais tarde vai rolar o gelo 🍻,,,0
Apenas que estou com fome,,,0
A única coisa que eu queria ta fazendo agora era jogando um bomba patch,,,0
@RnNasi98 Respeita a maquinaaa,De cara ainda que vou estagiar na globo ❤️❤️❤️,,0
@ArbustoFTC Tá com algum problema?,@victorothertt 15 pila por 3 jogo kkkkkk,,0
É julho e eu to pensando no ano novo que vou passar com o meu preto kkkkk,,,0
costuraram o cara do avesso n eh possível https://t.co/OVULbyppL4,,gente a barriga do bolsonaro parece 1 demogorgo diretamente da terceira temporada de stranger things https://t.co/hXo5bCW5kj,0
"Se Lula e Eduardo Paes sabiam que pagaram propina para o Rionser escolhido sede da olimpíada em 2016 e como autoridades nada fizeram, prevaricaram?!",,,0
se vcs nunca provaram pão de queijo com mel e margarina vcs tão perdendo um santo graau da culinária,,,0
Meus amigos de verdade são aquela meia dúzia que estava aqui no dia 28/06 as 00:00 hrs,,,0
@hideyxshii vontade de marcar,"o quao triste deve ser a vida de alguem q usa foto dos outros dizendo q é si propria e ainda quer falar sobre auto-estima

o fracasso de ser fake n para",,0
Cada coisa que acontece o cartão sempre vira dia 4ou5 só pq eu preciso dele não viro ainda,,,0
Não é normal eu a cada hora pensar em sushi,,,0
@rhaycristina12 Kkkkkkk amo,@duda_porto17 Kkkkkkkkkkkkkkkk você é surreal garota,,0
@Viidsn também quero saber kkk,"@anacsgom O meu é parado sempre, como faz?",,0
@icarusnterlude não entendo essas coisas,@thenightcoutrs pior que é... https://t.co/xk9fEHKkd4,,0
Veja os usuários que acessaram seu perfil agora https://t.co/CrVjsll5q8,,,0
"@neto_marcosneto @GDimenstein Já tomou seu leitinho na mamadeirinha de piroca, bb? Aproveita e chama o teu momô #MoroCorrupto, ele anda tão abatidinho ultimamente...","@c9stos @GDimenstein Não falei, hahahahaha, a carapuça serviu, foi na veia.
Deixa eu adivinhar, deve ser estudante, mora com a mamãe, nunca trabalhou na vida, nunca gerou um centavo de renda, e fica botando banca no Twitter, kkkkkk
Tipinho mais patetico do Brasil.",,0
"@deIicatwice Hoje mia e Roberta lendas, mas depois que cresci superei",@wideofmoon afeminado.....,,0
"toda vez que eu lembro que é domingo começo a chorar, oh céus! 🥺",,,0
@descoontrolado A última é uma loucura kkk mas mt boa ❤,"@_Srta_bela haha nem fala, quero chegar na última temporada logo kkk",,0
"faltei UM DIA na escola e perdi:

- grazi saindo da escola
- vice diretor agora é o rafinha
- provavelmente elen vai nos dar aula",,,0
"@almeidajjuliana Vc consegue, qqr duvida pode me chamar. Te amo",tô tao nervosa pra prova de amanhã que nem sei... namoral 🤯,,0
falando que não vai falar nada E FALANDO (kkkkkk) https://t.co/tuuBlYXaMF,,eu não falo é nada porque quem sai como surtado depois sou eu 🤡,0
@neryborges_ao @rosalievaz_ Vc arquivou msg. N me aborrece Nery,@rosalievaz_ @KetsiaSousa Ta fraco 😔😔 https://t.co/ZLLAWp4aMJ,,0
@_narcoslemos to jogando o lite muito foda,"Vou so uma partida de Pubg, se eu ganhar começo o trabalho... Se eu perder vou mais uma",,0
Artigo sobre a área em que trabalho na @farfetch. Temos vagas! &lt;3 https://t.co/LFRwTLuwaz,,,0
@nonatlis @arianyalves_ E você em terceiro já q me abandona e mal fala cmg,@thaismagalhaesf @arianyalves_ Hum,,0
"orgia, lula livre e rivotril.... n vou negar, to precisando mesmo.. https://t.co/9PPQA9x1Si",,As três primeiras palavras que encontrar definem o que você precisa agora https://t.co/93KVLhBEvT,0
teu julgamento NÃO me define.,,,0
"Ela estava segurando o choro, ficou com vergonha por estar chorando, eu queria ter condições pra ajudar as pessoas pq dói muito vê esse tipo de coisa","Pq provavelmente ela deveria estar triste pela situação q tem q passar é por ser tão nova ter que deixar de fazer o que gosta pra poder ajudar os pais, chorei junto com ela pq eu reclamo das coisas e esqueço que tem pessoas vivem uma situação e condições precárias 😢",,0
"até nossa loucura combina
cola esse sorriso no meu
sorte de quem te encontar e azar d quem perdeu",,,0
"Eu e o @ oficial sempre dormimos na metade do filme, ou (eu no caso) nos 10 primeiros minutos 🤷🏻‍♂️ https://t.co/U691JOXnFR",,"sabe quando a @ te convida pra casa dela pra ir ver Netflix…

mas você sabe muito bem que a intenção é ooooutra ( ͡° ͜ʖ ͡°)

PARÔ ✋🛑

É PRA VER NETFLIX SIM 😡😡😡

que palhaçada é essa",0
@vitorrxcx Kkkkkkkkkkkkkkk amiga???,primeira maquiagem que faz a mulher ficar feia. Gaga sempre revolucionando né amigas? https://t.co/kx7mKQjJy8,,0
"[4/7 16:45] Karine Menezes: Ta no trabalho?
[4/7 16:45] Thábata: Sim
[4/7 16:47] Karine Menezes: Queria q fizesse um favor no mercado p mim 🥺
[4/7 16:47] Thábata: Oq é para comprar?
[4/7 16:49] Thábata: ❤

Melhor amiga do mundo",,,0
"finalmente em casa, odeio chuva",,,0
@_LucasEstevao_ voce pagando filha,"Acho que hoje vou tomar umas caipirinhas na intenção , bora abalar um barzinho?",,0
Pesado... Bia Ferreira - Só você me faz sentir (LYRIC VIDEO) https://t.co/nyZuhbLIZO via @YouTube,,,0
Armava uma batata recheada hj,,,0
@novaess_ Vai ficar sem carona,minha mãe me bloqueou no zap pq ela disse que eu tô insuportável,,0
@areia_silva Viatel - departamento da área de gestão da fibra óptica,@xanatavares_ Onde,,0
Disse tudo amigo 👏🏻👏🏻👏🏻 https://t.co/pYLMqnVsRg,,"Brasileiro vota mal. 
Mas o carioca... PUTA QUE PAREEEU!!
Taliria
Glauber
Freixo
Molon
Jandira
Benedita
Jean/David
Clarissa garotinho
Rodrigo Maia 

Isso porque, um cado ficou de fora.",0
Hoje faz 21 dias que a @magazineluiza me entregou uma geladeira diferente da qual eu comprei e até agora não corrigiram o erro.  Uma vergonha. https://t.co/bVm6NCA4tI,,,0
"@mariruybarbosa Eu entendi desde o início sua mensagem, mas o governador de vocês está mais preocupado em maneiras de matar gente (seja nas comunidades ou na situação dos hospitais). Essa realidade nunca será o teu foco principal, então faz sentido toda a reação da internet.","É por aí... Vivemos uma era REATIVA e não REFLEXIVA. A rapidez com que nos comunicamos (ou damos RT) não qualifica o que dizemos. 
O mundo está diferente, hostil, quem não construir seu refúgio emocional, não manterá a lucidez. Enfim...",,0
Vou infartar de tanto nervoso,,,0
"BLOG @UMASLINHAS

#MICROCONTO #894 - O ENGRAVATADO, DE 
@MAGNOREISAND
https://t.co/1QtMzu91QG",,,0
"Ai cara eu n consigo entender Química, eu tento mas n da",,,0
@beatrizzeberard ata do kauan kkkk,"@__fidencioo O meu,o teu e do Kauã",,0
@biamoreirr Oi sdds,"consegui 2 ingressos de graça pra canta, nem acredito kkkkkkkkkkkkkkkkkkk",,0
@vivianbenzinho Kkkkkkkkkkkkkkkkkkk tenho certeza disso,@Bizinhaasouza Tu ainda acha? Mkkkkkkk,,0
"e VC nunca vai saber se deu certo se você não tentar. Aprender com os erros faz parte, mas lembre-se que se um caminho não deu certo com você, não quer dizer que ele dê com outra pessoa","Existem vários tipos de caminhos: rodovias, avenidas, ruas, pontes e etc...
Assim é a vida, temos muitos caminhos a se escolher, decisões a tomar, e pensar que só existe o caminho que está a sua frente é ser tolo. Caminhos foram feitos para serem seguidos... https://t.co/7NEkW5MPLt",,0
seu perfil foi visto por 2 pessoas na última hora https://t.co/YTFbFJQaQx,,,0
@falliremooggi @cmdotcom Ruiu docet,@albertogrande82 @cmdotcom Se sbocchini Galliani puoi andare avanti a lavorare anche post mortem,,0
@annemarielk Acho que dá esse resultado pra todo mundo. Não vi outro 😂,"Que isso... e fiz duas vezes esse trem. 
Tirei Perigoso! https://t.co/ntfOG1mCEC",,0
"3. eu jogo futebol, sou lateral-direito e recentemente fiz uma peneira pra um time profissional feminino.",2. eu toco violino desde que tinha 12 anos,,0
O REI DO THE BOCHE https://t.co/C9HhkwxTUF,,inclusive os novaiorquines!! 😍😍😘🥰😍🥰❤️❤️ https://t.co/d23B7fUDRO,0
@Letcia50910831 Eita 👏👏,Eu só perco se eu quiser!! Quem manda e desmanda aqui sou eu.😘,,0
"nossa odeio usar absorvente pq depois quando a menstruação acaba da uma alergia.. coça, arde e deixa minha camilinha vermelha🥺",,,0
to muito judiada hj,,,0
"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
FORRO IMPORTANTE. https://t.co/BNedP6Pe8z",,"Mayo 2015, Massa: ""Yo voy a barrer a los ñoquis de La Cámpora que nos quieren dejar como parásitos en el Estado""... 🤭🤭🤭 https://t.co/6hd79Oy5pW",0
Gente olha q neném aff😍 https://t.co/uFm89Gm8Q1,,❤️ https://t.co/mxjBuR3h6B,0
@DiskThalyvers Peguei no ar esse veneno kk,@maduseuanjo to venenosa hj tlgd,,0
Gabi e @Hiagosilvabl  conversando pelo meu tt e a melhor coisa kkkkkkk,,,0
@gabriellynabor Deixa meu anjo...,@carolpequena07 Me conta,,0
@JamesNa12188885 Pelo Menos essa dupla de zaga vai...,Será que vai dá bom? @GilmarSantanaL3 https://t.co/qxiZQk40Qw,,0
"@CarolinaMalta Aqui, no caso, é quando perguntam "" ainda estudando? """,Qdo vc diz que não tem roupa pra sair e suas amigas não acreditam e insistem pra vc ir https://t.co/lDT5Y0jDHq,,0
Eu não acredito q a internet tá brigando por um personagem da Disney ser preto ou branco dels me leva,,,0
"@CarlosBolsonaro Moço, vc mora no Brasil né? Vc é brasileiro né? Quando vc fala mal do Brasil de forma tão genérica vc se incluí?","Moro novamente no Congresso explicando para uma platéia de ignorantes da lei, pois invalidam invasão ilegal de hacker em seu celular e sendo questionado por “vazamentos” manipulados por donuts ignorando a validade do crime inicial. Esse país é uma piada. Que trama de vagabundos!",,0
"VITÓRIA! O texto principal da Nova Previdência foi aprovado por 36 votos a favor e 13 contra. Partidos contrários foram: PT/PCDOB/PSOL/PSB/REDE e PDT!!!
Para concluir a votação, os deputados ainda terão de analisar destaques que pedem mudanças no texto

https://t.co/A9DVPbqmmK",,,0
"To indo ver miranha, nada mais importa",,,0
Poderia ter esperado o pôr do sol k https://t.co/3kBXYjmdLN,,ah ok mas eu dar a mão à minha menina em público já é nojento https://t.co/366jMKtO7f,0
Essas férias meu tt vai viver cheio de reclamação,,,0
@chuutopic KKKKKKKKKEU TO MIJAND COM O AUDIO,GENTEIDNSBWIQMBEEU POSTEI ESSE STATIS E UMA MENUNA ACREDITOIP https://t.co/wgvlatwbSj,,0
Nova geração ta de mancada 😂😂 https://t.co/zhme7rrJDr,,"fiquei com pena dela, isso é realmente desgastante pra caramba. https://t.co/kwhUmrdF7J",0
ontem eu dei um vacilinho com a Camila...,,,0
o seu perfil foi visto por 4 pessoas nas últimas 3 horas https://t.co/MrDCXSSaq6,,,0
"Beijo grego
Greve geral
Explodir banco https://t.co/wr1J3I0jSq",,As três primeiras palavras que encontrar definem o que você precisa agora https://t.co/93KVLhBEvT,0
Minha gastrite nervosa está atacada e a culpa é essas malditas provas que não acabam Zzzz,,,0
Vc vai ficar sem previlegios 🤣🤣🤣🤣🤣🤣🤮🤮🤮🤮🤮 https://t.co/zp4m2xTaIR,,Muito triste ver os engravatados do parlamento aplaudindo a aprovação de uma das propostas mais cruéis com o povo brasileiro. É compreensível. Eles ganham bem. Quem ganha um ou dois salários são os aposentados e trabalhadores que sofrerão com essa Reforma da Previdência,0
@_milinhha quer o mundo,@hemilly_crf To vendo kkkkkkk super,,0
"vlh tu é muito linda, seu sorriso é perfeito sério — ahhhhh muito obrigadaaa!! ❤️ https://t.co/DUakfMhtvO",,,0
Eu todinhaaaa hahahaha https://t.co/sMFR8lACBj,,"ex boa sou eu porra, não fico no pé, terminou terminou, se quer dá um lance nós dá, se não quiser suave tbm  kkkkk sou do tipo q não vou atrás mas se bater na minha porta de madrugada é aquilo ne hahahahahaha",0
@gukksptw SHHH... so leste explodir... é so explodir,"@xerodroids tOU A RIR BUE AFINAL ERA ""explodir banco""....... still a mood 😭",,0
já procurei em outros braços,,,0
vou ter que aceitar que terei que sair de casa hoje,,,0
@agroanjo Como um pé de couve não da couve?,"- O que você faz ?
- Sou agrônoma
- Pq meu pé de arruda morreu? https://t.co/cQpnqECGJN",,0
eu e você na Acústica @tthaynunes https://t.co/FyTEYbPmHE,,"“amiga, eu nao sei pq ninguém chega na gente nas festas”

eu e minha amiga nas festas: https://t.co/5mHMRBHoHl",0
"@Chepuu_ Que va, era para informar Haha!",@AxeeL no sabía que lo narrabas perdona si te ha molestado xD,,0
@caaaaaaaaaamis minha amiga alem de carregar o idb nas costas ainda achou o motorista do bozo,"eu: hoje vou me dar folga! 

Queiroz: Camila você pode vir hoje? 

eu: posso sim meu patrão me aguarde",,0
