text,in_reply,quoted_text,is_sarcastic
@jairbolsonaro @10Ronaldinho As agendas do presidente são todas de enorme importância economia e social ao país m... #sqn #JaiminhoDoPlanalto,,,1
Prioridades é o que se vê por aqui👇🏽👇🏽 #SQN https://t.co/eJkJnIXahe,,"Há 13 milhões de desempregados no país, 43 milhões de pobres, 3 milhões deixaram os planos de saúde devido aos altos preços, a reforma da Previdência pegando fogo, a cada 2 segundos uma mulher é agredida... e o governo preocupado com a tomada de 3 pinos.",1
"O dia em que Diana foi conhecer a Praia... Foi super tranquilo esse passeio, quase não trouxe areia pra casa! Haahahahahha #SQN em Praia da Costa - Vila Velha https://t.co/0PAhOXvFwy",,,1
@benozzatiarthur @soutoleaks veja só a isentonahhh. #SQN,,,1
"@lnfofutebol @filipeandre9  esse sim e um verdadeiro camisa 9, #SQN 😂😂",,,1
Né? Pimenta nos olhos dos outros é pimenta! 😂😂😂😂 #JudiciárioImparcial ? #SQN https://t.co/bjXz5rbsmC,,,1
Lava Jato é tão contra criminosos #SQN. Que bandidos ameaçam quem descobre os podres dela https://t.co/EHsjYj5ojq,,"Os covardes do Dogolachan, q ameaçam a mim e a @jeanwyllys_real desde 2011, agora ameaçam os filhos adotivos e a mãe de @DavidMiranda 
A PF vai prender a quadrilha, ou ela vai poder continuar atacando à vontade os inimigos do rei? https://t.co/fqOCqAIP4d
https://t.co/tkISvKUrRR",1
"@lasiermartins , quer dizer que o sr curti embarreirar a população brasileira não permitindo que nos defendamos dos bandidos armados? Mui amigo do povo é o sr! #SQN! O sr é amigo da pauta dos comunas! Nosso inimigo! https://t.co/UzBvIxRWpi",,,1
"Menino Ney...
Sempre injustiçado!
#sqn https://t.co/gEZEJu7Wqv",,Justiça bloqueia 36 imóveis no nome de Neymar por sonegação https://t.co/0ShYYQq9AN,1
muito surpresa #sqn,,,1
"Engraçado essas pessoas falando que as roupas da Vivi nos ensaios sao feias e vulgares...Esqueci que ninguém no insta posta foto assim para causar #sqn...Alias esse é o objetivo principal da Vivi, ser uma Kim kardashian",,,1
"@elenalandau Fazendo algo ou não, o importante é criticar e torcer contra o governo, já q não é o governo q a gente queria q fosse. Essa é a forma inteligente e adulta de se portar. 👏👏 #sqn",,,1
"@giselle_maciel @Ricardo_Gluck Poxa Gi, o rapaz só quis o melhor pro Paysandu só q tem muito gente querendo mídia. #SQN 😂🤣😂🤣😂🤣",,,1
@Eikebabado2 A Nicole “ perfeita “ #SQN crítica tudo né ? A pessoa faz uma observação e ela já leva pro lado maldoso ! Essa mulher tem um problema muito sério 😯,,,1
"@RBalboaFLA @marioveloso2010 @lbertozzi Claro... até porque, nas mãos do mafioso do Itair, havia sim outras formas de sair do Cruzeiro. Pode acreditar #sqn",,,1
#estudioi esse é o Júlio César. Muito quietinho #sqn https://t.co/PF9VDyUIPq,,,1
"@benebarbosa_mvb @SenadorKajuru Se o senador fez a enquete, é porque ele se preocupa com a vontade dos seus eleitores e vai respeitá-la! #sqn 😅👍🇧🇷

#ArmasPraQuemQuer",,,1
@_Andrea_D O tabafume? É do best...#sqn,,,1
Só boas notícias hoje! #sqn,,,1
"Grande entrevista, para um grande programa de um grande apresentador. #SQN 😒🤣🤣🤣🤣 https://t.co/6GjJcXtUMC",,Ministro Sergio Moro vai gravar entrevista para programa do Ratinho: https://t.co/zzO4V5ptqa,1
@laurojardim Mais um jornalista com lisura e imparcialidade! #SQN,,,1
Quase igual por aqui #sqn https://t.co/vqgXPd8OPT,,IMPRESSIONANTE 🚑 Imagens mostram multidão se deslocando durante protesto em Hong Kong para a passagem de uma ambulância https://t.co/RuokZAkQKe https://t.co/f0J021ntcM,1
@joicehasselmann Governo bozo e Suas Propostas  altamente relevantes para o povo. #SQN #VazaJato #desMOROnando,,,1
"@Adrian51319971 @BerSidorov @rafael_agnelli Melhorou muito no desgoverno petista com certeza:
- 13 milhões de desempregados;
- Roubo de centenas de Bilhões da Petrobrás;
- Queda no índice PISA de 37o para 57o em 2015;
- Emprestimos a governos de esquerda a fundo perdido.
Enfim, só maravilhas. #sqn",,,1
Coitado do branco homem hetero evangélico esta sendo acusado de preconceito #sqn  https://t.co/crVRBW9k99,,,1
@sandraacoutinho Que lindo!! Igual aqui!! #SQN,,,1
"Voz da moça do GPS: “use a faixa da direita para se manter a esquerda”. Tá, entendi! 🥴#sqn",,,1
Dps do almoço aquele soninho #sqn,,,1
"@nataliaskbr Poha, a gente dava aula na Wizard a 8 a hora, 15 era um pooota negócio #sqn",,,1
Agora vai... #SQN https://t.co/zCcvrzdpFM,,Breaking news: Ferrari has lodged a request with the FIA for it to review the decision to punish Sebastian Vettel at the Canadian GP #F1 https://t.co/m6AZhLniY5,1
@danibacedo Que dó!                                           #SQN                          #MarrecoFugindo #QuemTemTemMedo #DesMOROnando,,,1
@andersonfraga Segundo o teu tweet devo ser rico então.. 🤣🤣🤣 #sqn,,,1
PM muito bem preparada...#sqn https://t.co/rJfvX2b6nb,,Polícia Militar de SP. https://t.co/uGI6fuR7LI,1
"@LuisCValois Seria apenas ""excesso de zelo"" por parte do juiz e do promotor, nada ilegal conforme manual do DD  #sqn https://t.co/k3oVZzxg5H",,"""Nas mensagens reveladas não há ilicitude, talvez excesso de zelo em manifestar seu entendimento em relação a um procedimento de apuração de crimes que lesaram a pátria em dezenas de bilhões"". https://t.co/FFzrGG4BQr",1
@JaderMonteiro @Skull_CEC E só jogão. #sqn,,,1
"@wladimirQuirino @Cassunungarosa Nossa q ""MEDA"" eu tenho !!#SQN  Minha lindinha vem quente que estamos fervendo.Juro que só vou divulgar quando o Glenn soltar .kiakaiakaiakai",,,1
@RevistaEpoca Como não amar? Como não se orgulhar desse Brasil! #sqn,,,1
@DiariodoPoder Jura que um dia vai ser presidente... #SQN,,,1
@BolsonaroSP @jairbolsonaro Nossa!! Quanta gente!!!! #SQN,,,1
@vanessagesouza Mini férias #sqn,,,1
"Mas é um SHOW de ""preparo"" e ""competência"".... 
#sqn https://t.co/gTOhINPmRN",,Polícia Militar de SP. https://t.co/uGI6fuR7LI,1
#sqn ficou em 2016 amiga,,,1
Como amo aquelas pessoas que tão on e não respondem #sqn &lt;3,,,1
@DCM_online Tadinho #sqn https://t.co/VxXHwAF81Y,,,1
Descobriram o Brasil. #SQN https://t.co/tezeJoB0zA,,"Coluna: No governo Bolsonaro, as duas palavras se confundem.

por @anaclaracosta 

https://t.co/WzBSjo82V6",1
"@Desesquerdizada Saudades da Dilma, sempre dei muitas risadas dessa tranqueira, kkk #SQN",,,1
"5V -&gt; 4.2V -&gt; 5V -&gt; 3.3V

Técnica altamente eficiente #sqn para converter meu mouse sem fio de 2 pilhas AA para uma bateria de lítio polímero de 3,7V (sendo que na verdade a tensão da bateria varia entre 4,2V e 3,4V)",,,1
"da série ""todo mundo perde com a crise"" #sqn https://t.co/cgDrDMEISN",,Renda do trabalhador mais pobre segue em queda e ricos já ganham mais que antes da crise https://t.co/iL8lwMSLuq via @elpais_brasil,1
A religião tolerante paz e amor! #sqn https://t.co/jCn3IsC32u,,"Los Welcome Refugees organizan en Londres grupos encargados d hacer cumplir la Sharia o Ley Islámica en lo q denominan”sus barrios”

Ley q prohibe y castiga la homosexualidad y anula a la mujer como persona,entre otras cosas..

Nos está quedando una Europa muy diversa y tolerante https://t.co/TnmJjM49YQ",1
Igual no Brasil #sqn 😐 https://t.co/IvGcjnPTN2,,Manifestação com mais de 2 milhões de pessoas em Hong Kong. Eis que uma ambulância precisa atravesar a aglomeração e... https://t.co/XaCNDkRjq1,1
Que prendada #sqn 😂,,,1
Eu sou Creuza Moura a deusa da prova final do ano. #SQN,,,1
"3 releases em uma segunda + produção de fotos e vídeos e redes sociais. Eu posso, eu consigo. #sqn",,,1
"Igual aqui no Brasil.
#SQN https://t.co/ulrAwqFo1L",,,1
"Lembrando que a Policia, em qualquer país, sempre cumpre se dever de proteger ao cidadão.
#SQN
Ótima ação do JAY-Z. https://t.co/UoxFEtaqeR",,JAY-Z oferece apoio jurídico à família em caso de $10 milhões contra polícia de Phoenix - https://t.co/Iqf38VHCQP https://t.co/hxQ2ZcUtCB,1
"Meu conge Paulo Guedes terá total autonomia... #sqn né .. eu posso demitir quem ele indicar e barrar as indicações dele, talkei?

#BolsonaroEnvergonhaoBrasil
#BolsonaroTeEnganouBabaca
#desMOROnando

https://t.co/5Em8DhnbAK",,,1
@diarioonline Isso irá alavancar a economia do país. 🤦🏽‍♂️ #sqn #faltadoquefazer,,,1
"@valoreconomico O problema do governo são os militares, agora vai melhorar, já se colocou 3 generais para fora... #sqn",,,1
"@jairmearrependi No Panamá se fala espanhol.
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Tu é espertinho né #SQN https://t.co/couQmFlziE",,,1
Hora de voltar a ser uma doutora séria! #sqn 😂🤰🏻🏥 https://t.co/XZY9pkrbf1,,,1
@hbredda essa é pra vcs da Alaska que são fãs de bancos brasileiros atualmente ! rsrs #SQN,,,1
O governo atual não é do PT. Pra saber diferenciar o joio do trigo é preciso inteligência. Confundir e tumultuar tudo faz parte do jogo. Pedir para ter percepção das coisas e achar que as pessoas não irão repetir as coisas como um robô de Fake News é pedir demais. Moro herói #sqn,,,1
Quem sabe a Rua Ernesto Lacombe seja terminada...#sqn https://t.co/dZOjdMimeS,,,1
"Chuva torrencial aqui. Q bom, nem qria almoçar msm kkkkkk #sqn",,,1
"Privilégio de ser negro:
No Século XVIII nossos antepassados ganhavam, totalmente grátis, um cruzeiro em um transatlântico, da África para a América... #sqn
Pqp. Tem gente que deveria ser proibida de escrever na internet... 🤦🏽‍♂️ https://t.co/smc7xdRq3r",,,1
"Ainda bem que vem a reforma da previdência pra colocar esses milionários caloteiros no eixo. #SQN
Pobre não pagando a conta de luz, fica no escuro! https://t.co/s52z6z0sJ3",,Justiça bloqueia 36 imóveis no nome de Neymar por sonegação https://t.co/0ShYYQq9AN,1
Hoje meu cabelo está PINK igual ao da @kyliejenner....😂😂😂😂....#sqn.... bom dia....🤗🤗🤗🤗🤗!,,,1
"@thicico @ggreenwald 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂

E eu rachando de rir desse povo.

É muita alienação...😂😂😂😂

Não aguento.

Ai Ai... Tadinha...Digna de pena.(#SQN)
😂😂😂😂😂",,,1
@bninestyles 🌼luto🌼#sqn,,,1
"Bom dia! 
Mais um dia tranquilo aqui na residência dos Branquinho!

#sqn",,,1
"@VillaMarcovilla Sabe tudo de mercado financeiro ein ?!
#SQN 😂🤣",,,1
"Excelente escolha eleitoral. #sqn

https://t.co/RXGVJP3vVB https://t.co/RXGVJP3vVB",,,1
"Prefeitura de Parauapebas se superou dessa vez, fez uma ponte onde não tem rio, na VS do Limão. Esse é ""governo da nossa gente"", governo inteligente, governo de gestão eficiente. #SQN Até quando vamos sofrer com tanta incompetência?  #Parauapebas #Pará #MCCP #ForaDarci https://t.co/4IRa5vTgGH",,,1
"Update:
Os que estavam lá: fugiram correndo, os que não tinham chegado: nem foram ou voltaram no meio do caminho 😂
#102amaLuana #sqn #amorquenãosePed https://t.co/dpOCsPnEGU",,"Eu correndo carregando balde pra banhar e me arrumando loucamente pra não chegar atrasado
Aí
""Profa não vem, todos vão ficar com A OUTRA professora (que só vive em engarrafamento)""

Eu: https://t.co/o88tw1yF89",1
"As ""opiniões técnicas"". #SQN https://t.co/WWj9lblTq2",,"Talvez o ímpeto do Carlos Velloso na defesa de Moro tenha a ver com o fato de que seu filho seja o candidato de Sergio Moro ao cargo de ministro substituto do TSE, na lista tríplice que será escolhida na semana que vem no plenário do STF. 
https://t.co/Y4sNHCiCMK",1
"@Andreblumenau42 @Athiabalba @sirius_ari @padilhando @bobjackk @policiafederal @V3ntoS @Lekersten @0_marcia @_Bel28 @_Fabiteixeira_ @ceribeiro82 @capixabacyclist @tinasouzario @iaragb @iasgomes @pgiolli @ManchesterTimex @aeciofaraujo @A_Bem_d_Verdade @Br_AcT E o Moro entregou. Simples assim! #SQN
😂 😂 😂",,,1
Olha que ótima oportunidade @andremassaro #sqn,,,1
"@renantomazini @bernardopkuster Nossa, é o Hitler! Ele vive! Vamos, abiguinhos bolsomínions, deixem o capitão pra lá, vamos adorar o fuhrer!
#SQN
Quem adora facínora que afunda país com seu projeto de poder, além de apoiar ditadores, controlar a mídia e comprar CN e STF, não é o PRJB, não, ""abiguinho"" marmita!",,,1
@jandira_feghali Esperando a @GloboNews falar do pibinho em todos os programas. #sqn,,,1
@Moema80887983 @ggreenwald Uma Barbie facista vovó! Que graça! #sqn,,,1
@feelslikeajoke Aquele tipo de coisa que tu faz questão de pagar/investir! Haha #sqn,,,1
@valoreconomico Grande governo ... #SQN o povo está contando os dias pra terminar esse tempo tenebroso...,,,1
"Unpopular opinion! 
Mas é isso aí mesmo, esses pornozão são uma bosta e os homens crescem com uma mentalidade completamente enviesada de sexo e acha que mulher tem que se comportar 80% como nos filmes, e se acostuma quer ter uma violência ou certa performance é normal #sqn https://t.co/mfi2ypQEGM",,,1
"@wladimirQuirino @zehdeabreu Gabriela Hardt pode ficar sossegada. O máximo que vai acontecer é ela ser aposentada com proventos integrais. A Lei é para todos, não é isso? #SQN",,,1
@alexsanspacheco @AVENAoficial De repente peça desculpas por ser homem. 🤣 Baita filósofa! #sqn,,,1
"A TPM tá tão fodida hj, que se eu fosse um rolo compressor estaria fazendo carinho #sqn.
Nem eu tô me suportando. 
Senhor, me ajude a passar o dia sem ser muito grossa. 
Pq tá fácil não. https://t.co/5WrpBSTqua",,,1
"@TransitoManaus em vários lugares só vi baixarem 1, 2 e 3 centavos. Este baixou 20 centavos, que grande avanço heinnn. #sqn.",,,1
"- Cerveja 14 reais (não é o fardo)
- Água 6 reais (míseros 500ml)
- Refri 8 reais (não é 2L)
- Sanduíche 23 reais (não é no Madeiro)
- Tropeiro 20 reais (marmitinha fuleiragem)
- Ingressos 120,00 (preço mínimo)

A COPA AMÉRICA É UM SUCESSO! #sqn😐 https://t.co/xHkIfTE9Ae",,,1
Amamos segunda-feira #sqn https://t.co/FttW080639,,,1
Assim dificulta para os boots...tadinhos #sqn #ShowaDoPavao 😂 https://t.co/qz6VCnlTAk,,Se não for pedir muito também era bom evitar subir a tag errada #ShowaDoPavao 😂 https://t.co/Mp2BfdSKQP,1
"@jnascim ""Queremo combater ideologias e fazer um governo técnico"" #sqn",,,1
@claudioedantas @SF_Moro Isso é só coincidência amigo. Somente coincidência. #sqn,,,1
"@VillaMarcovilla O impressionante é que vc sempre acerta nas suas previsões....#SQN

#dickvigarista",,,1
"Vc está perplexo @RodrigoMaia igual ao @gilmarmendes ao receber o telefone do bandidão sobre a batida policial na casa dele! 
Quanta coincidência!
#MaiaseachaPresidente
#sqn https://t.co/ybKB0I52XP",,"Votamos em Bolsonaro, mas quem se acha presidente do país é o Rodrigo Maia. 
Perplexo está o povo em saber que esse cara teve 70 mil votos. https://t.co/wDpsCFur5e",1
@ClaraPaivasep Esse é o Brasil que eu quero !!! #sqn,,,1
"@Phillipangelo9 Hahaha, tmb sempre achei o Obina melhor que o Romário. Rsrses #sqn",,,1
"@alefrotabrasil Bom mesmo É o Sr Alexandre Frota....#sqn
#ShowDoPavão",,,1
@blogdopannunzio Só acredito no que vc fala @blogdopannunzio #sqn,,,1
"@ggreenwald @MBLivre @tercalivre Se eu fosse vc entregaria para polícia todos seus equipamentos eletrônicos, mostrando que vc é Santo, o que vc só quis foi ajudar o mundo a se proteger dos fascistas!!!

Depois processa o Pavão, ele deve ter inventado tudo isso a mando dos fascistas!!! 
😂😂 #GlenBonzinho #SQN",,,1
".....---/..--./--------/....---/..--..!
Popularidade despencandooooo!
#sqn
#ShowDoPavão https://t.co/6CgKz4LZJy",,Em 2 minutos assim ficou o carro do Presidente @jairbolsonaro em Santa Maria-RS! https://t.co/W2ss9IUmtr,1
"@laurojardim Nossa, tô com tanta dó... #sqn",,,1
Forma simples de resolver a timidez do @thioliveiras! Rsrs... #SQN #Mona  #Equipe #Parceria #Amizade #Hora1 #H1 #TVGlobo #Globoplay #GoodFeelings #Gratidão #Sintonia #GoodVibes 📸 ricardinhoesposito em Rede Globo… https://t.co/c6WfxEhqZ9,,,1
Assim como deve ser uma decepção descobrir que Dead Fish e @Marcelodedois viraram militantes... já que sempre gravaram discos chapas brancas e sem teor político #sqn,,,1
Linda história de amor #sqn https://t.co/4Gp6OiBkAd,,"O senador Marcos do Val (ES) trouxe a namorada p trabalhar em seu gabinete. No ES, ela tinha salário de 2 mil. No Senado, passou a ganhar 8 mil. O senador achou q pegaria mal e pediu a colega p empregá-la em outro setor do Senado. Salário: 11 mil. Q tal? https://t.co/IdFqKwfF2d",1
"@Rosaninhamaia @DexteraDomini1 @BFarizel @ceci_teixeira @lucasnunes_97 @ivan @Darknight_Rider @sirius_ari @tinasouzario @Auber_Brasil @JulianoSports @capixabacyclist @Condefabi @Cecconellogiu @Lekersten França? Exemplo de grande sucesso do globalismo. #sqn isso tia MAV continua a pagar mico, está engraçado!
https://t.co/eWgiodgIvX",,,1
Mais uma semana para aposentadoria #sqn,,,1
@andrefran Igualzinho no Brasil 🤷‍♂️#sqn,,,1
"@Camilaaa_F #sqn é tipo ter um milhão, achar que está rico, e investir errado perdendo tudo! Informação e interpretação!👀",,,1
"Jean Willis famoso no Vietnã, no Barein e na Bielorrússia. #SQN 🤣😂🤣😂🤷‍♂️",,,1
"@BlogdoNoblat Realmente, o Lula e a Dilma se expressavam muito bem!!😂😂😂 #sqn #showdopavao",,,1
"#ShowDoPavão
#SQN
Bando de Gado Otário 🤣🤣
 https://t.co/XCf6xwxZIP",,"Se a rede de Bolsonaraists/@MBLivre/@tercalivre for fabricar documentos falsificados em inglês para tentar espalhar falsas acusações contra mim, pelo menos tenha a cortesia de não ser tão preguiçoso a ponto de errar as palavras básicas. #ShowDoPavão https://t.co/onvhKmm0e5",1
"Polícia Federal: a lei é para todos! #sqn
 https://t.co/Ob9aiv3r5z",,,1
@RodrigoMaia O salvador da pátria! #SQN,,,1
Normalíssimo.  #sqn #MoroHeroi #SomosTodosPauloGuedes https://t.co/oRMWasL7VC,,"Presidente do STF em happy hour com o advogado de 17 réus da Lava Jato. 🤔 
Interessante que não ouvi nenhum mimimi sobre esse happy hour do amigo, do amigo do meu pai. 
#AmigoDoAmigoDoMeuPai 
@STF_oficial 
@jairbolsonaro
@SF_Moro
Ah, mas isso é perfeitamente normal. https://t.co/1QRGiOzPrb",1
"@GugaNoblat Fux? 
Realmente acha que ele busca o palco quando vê o que acontece com Lewandovsky e Gilmar? 
#sqn",,,1
"@BolsonaroSP @jairbolsonaro Isso é montagem, @jairbolsonaro é o presidente mais rejeitado pelo povo brasileiro,isso não é possível,o @ptbrasil tem os políticos mais ovacionados no Brasil #sqn 😂😂😂😂",,,1
O ministro @SF_Moro tentando explicar seus diálogos com o @deltanmd . Tudo bem esclarecido! Compreendeu bozominions? #sqn https://t.co/mZDikSUod9,,,1
Jorge Lorenzo é o homem mais querido pela torcida italiana no momento. #SQN #MotoGP https://t.co/NRmA99vRGD,,"A small mistake from @lorenzo99 yesterday, had a big outcome on the race result 💥

Things in #MotoGP can change in the blink of an eye 😮

#CatalanGP https://t.co/kuhVpd15h1",1
"Começando a segunda bem #SQN 
BRASILEIRO É TUDO FDP, fecha cruzamento, passada na hora errada e ñ deixa o trânsito fluir, só tá essa merda por conta daqueles q querem ser “espertos”🙄🙄🙄🙄 https://t.co/PyU4DD5mEZ",,,1
Super animada pra começar a semana #sqn https://t.co/GB96pL3PUb,,,1
"#segundou com bastante energia e disposição, 
#sqn",,,1
"@elaine_rafael81 @mvpfz Lodeiro craque do Fogão!
Está arrebentando nesse BR19!
#sqn",,,1
"@Cornetabfr1 @elaine_rafael81 Não canta?
Bem se for assim os botafoguenses sempre lotam o Nilton Santos...
#sqn",,,1
@BlogdoNoblat Imparcialidade. A gente vê por aqui. #sqn https://t.co/se3VSIcoOn,,,1
"@AVENAoficial @BlogDoPim @lobaoeletrico Avena ficou dodóizinha com meu comentário e me deu block...puxa q triste...#SQN

#showdopavão",,,1
@masterchefbr Aí entende as paradas 😅😆 #sqn,,,1
"@doutorprepucio Contei pra minha filha, a reação dela foi emocionante 😂 😂 😂 #sqn 😂 😂 😂",,,1
@realixoshow @MariTMelo Nicefalos fãs vcs são fodas #SQN https://t.co/cTK4P7xqPN,,,1
"@blogdopannunzio Falou o isentão?

#SQN

#InPeacockWeTrust https://t.co/fK2zXL1M5l",,,1
@GVBA5 @lia_abud @ValenteOlavo @chicco_cabral @WRBolsonaro @EFlaviaLima1 @Pankeka @DillRusseffi @McledisonF @henriquepamplo6 @Carlao_2011 @SuperMinion17 @Valdecirdelecl1 @OpressorOptimus @Denise_RM_ @Caramboladona1 @JacBolsonaro @gcgPin @Mineirin72 @hugohugueras @afcaf @oiregoRRR @MiguelTunes @crazydogsp @PauloVibrando @rifaremos @jbtlucena @katialuiza2011 @GWR E o meu maior mico!!!! Que alegriaaaa nossssaaaa como estou felizzzzzzz #SQN,,,1
"@aguedescartoon @luziabielefeld Kkkkkkkkkkkkkkkk esse entende das mudanças dos segundos nas conversas, #sqn 

#ShowDoPavão",,,1
"@brunaobarreto @CarlosBolsonaro VERDADE #SQN 
Rindo muito aqui com o Grande Ponto ""Jornalismo de verdade""
Pavão Misterioso alegrou meu domingo 😂😂😂😂
Carlos Bolsonaro TMJ talkei https://t.co/9edQp62SBs",,,1
"@blogdopannunzio Vc tem razão!! Quem está certo mesmo é o hacker do Glenn... #sqn Hipócrita!! Deixei de assistir a Band por sua causa... ""Baba ovo"" de esquerdistas!!",,,1
#STFNaoSolteLula #stfchegadeatrapalhar #STFVergonhaNacional @STF_oficial  isso é normal?? 🤔 opaaaa muitoooooooo normal #SQN https://t.co/n0OVTk00DX,,,1
"E como bom irmão que sou, vou levar minha irmazinha junto comigo para dizer as pessoas que ela que quis ir kkkkk... #SQN, a Hype é minha mesmo!!!",,,1
Vamos curtir uma Boa música #Sqn mas o momento pede...#ShowDoPavão https://t.co/eNfBw6qVjW,,"Chega dessa história de IntercePT.
Vamos aproveitar o finalzinho de domingo para curtirmos uma boa música...

#ShowDoPavao https://t.co/5Z4dcTi7cM",1
@ferrazdebs Uahuahaua fakedoi #SQN,,,1
"@EdsonLi34161247 @bernardopkuster Sim, manifestou-se.
Como bom esquerdopata que é, abriu eu coração eadmitiu que tudo que o 🦚 afirmou é verdadeiro.
Também disse que lamenta muito e que se entregará a PF na primeira hora desta segunda-feira.
#SQN",,,1
"@mcbretas Já te falei. Teu caso pode entrar em cena somente se investigarem as milícias do Witzel. Por enquanto deixa o corporativismo de lado e vá descansar. Moro nem é mais juiz. Relaxe... #sqn
#desMOROnando
#MoroTraidorDaPatria
#VazaJato",,,1
@RevistaISTOE Esse sabe o q tá falando #sqn #EUAPOIOANOVAPREVIDÊNCIA,,,1
@soares_iverson @belgaremista33 ainda são muito.ricos...#SQN,,,1
"Vídeo que explica em 1 minuto o interesse dos EUA na libertação do povo venezuelano do ""comunismo""😒. #SQN 😂😂😂 https://t.co/CKglR3Zm7W",,,1
#issoaglobonaomostra queria a agilidade de @SF_Moro  para me sair das situações. #sqn,,,1
@Jujuca1987 Muito democrático ele. Cidadão de bem. Um exemplo de pessoa honrada no evangelho! #SQN,,,1
@GlecioSR Quem não deve não teme! #sqn,,,1
"@oprbrasil @ggreenwald Pois é, parece que a prova que mostra que as pessoas que postaram a taça #ShowDoPavão são boots, foi forjada? 
Nossa, justo o dono do Intercept Brasil, que não forja nem uma prova...
#SQN",,,1
"@GraciasMillena @JordanAlmeida @realcarlossilva @alandepontes @helenagsoo @JPcaleiro @NPTO Nada como uma argumentação sensata e educada, #sqn...",,,1
O que o Brasil estava querendo saber... #sqn https://t.co/zuWZ7Y3M93,,"Pelo que eu entendi, a notícia da semana é que tem um bilionário que vive de água",1
"@_pinheira Formação em Direito nos EUA é o sonho do Moro... #SQN

@ggreenwald não é só jornalista. É formado em Direito e saca beeeeeeeeeeem mais disso que o Conje e seu pivete de recados.",,,1
"@1895Shasta @Twitter @R13_official Valeu pela explicação #SQN rsrs

https://t.co/ndYHKLU4Dq",,,1
"Ah! Se o mundo inteiro me pudesse ouvir
Tenho muito pra contar, dizer que aprendi
E na vida a gente tem que entender
Que um nasce pra sofrer enquanto o outro ri

🖤💟🖤💟🖤💟🖤💟🖤💟🖤💟🖤💟🖤

Achei q tivesse nascido p sorrir, #sqn.",,,1
"@stanleyburburin Que puxa!Fiquei com dozinha agora,#sqn",,,1
"Mas o Jean não vendeu o mandato, duvido #SQN https://t.co/rJ0WTYccXr",,Invadiram o notebook do Gleen Greenwald e descobriram que ele deu 700 mil reais para o Jean Wyllys mais 10 mil por mês para ele viver na Europa??? GRAVE!!! #ShowDoPavão,1
"O moro apitando futebol como seria? 
Juiz justo #sqn
#DesMOROnando https://t.co/BmtsgnFzIJ",,,1
@monicabergamo Ela sempre defendendo os mocinhos #sqn ridícula!!! Talvez fosse melhor não gozar antes da hora!!!,,,1
"A boa do domingo está sendo um tal de show do pavão. E o jornalista  mostrando os erros do documento em inglês mal escrito q circula.  
O Brasil que dará certo. #SQN",,,1
"@caleromarcelo @jairbolsonaro Você não está nem subvertendo a verdade para justificar sua falta de caráter! #SQN
Acorda, goiaba! Chaves, como todo ditador, desarmou a população, deixando-a indefesa contra suas forças leais armadas, as milícias que você acusa o presidente de querer criar na sociedade, burro!",,,1
"@TheLucasLange As aulas de Open English que tua mamãe pagou ajudou pra caralho filhote BECAUSE 👍🏻 #sqn
Segue o jogo!",,,1
E sobre sábado? #abreoolho #olhoverde #sqn #bailedegala #bailedegalacatarinense #bvcc #maquiagem #maquiagens #maquiagemx #maquiageminsta #makeup #makeuplovers #♥️ #sabadoanoitetudopodemudar #evento #festa 💃🏽💃🏽… https://t.co/CHCByFtKtE,,,1
"#aupfoxsports com a parada da copa América,  parece que vamos ter a premier ligue aqui no Brasil , todos jogando o fino da bola...#sqn",,,1
"@ManuelaDavila PUta MeRdA aGoRa o bOZo vAi CaiR☝

#sqn sua mula.

#showdopavão #DeportaGreenwald https://t.co/xq3Nxa44bv",,,1
Melhor conversa q eu tive hj #SQN https://t.co/XDoxAJe4iq,,,1
"@Gabii_teless @JuValcezia Impressionante, a cada reality percebo que a decência e bom caráter é sinônimo de planta.
O ""herói"" são os maus caráter, os anti-jogo, barraqueiros, falsos etc
Pegando por aí, acredito que o Brasil vai longe #sqn",,,1
"Aparentemente, após mais de 80mil votos, @BlogdoNoblat está tendo sucesso... #SQN https://t.co/p8Sfquhd4l",,Como anda sua confiança no ex-juiz Sérgio Moro?,1
"Mas com todas as câmeras em cima e a certeza de q isso vai pra edição... olha o simpático. #SQN é dissimulado, mesmo. Além de chacota, claro! https://t.co/7fRGL8sATQ",,Bimbi escolheu: O casal que tem mais chance de perder pra vcs. O que c acha q aconteceu? 🤭🤭🤭🤭#PowerCoupleBrasil https://t.co/PytIoKV7av,1
@bqeg parece fonte confiável #sqn #VazaJato #DesMOROnado #VazaMoro https://t.co/p59q3nivPl,,,1
"#linhadia3
Grande Copa América....#SQN
Ingressos caros, público pequeno e jogos ruins... parabéns a CONMEBOL",,,1
"As importantes pautas que provocam uma transformação pra melhor real e duradoura nas vidas de milhões de brasileiros. #SQN
Qual a próxima pauta? Definir o formato da mamadeira? Ah não pera... Essa eles já... https://t.co/ejB6iiZgdP",,,1
"TUDO 
#SQN 
#MasterChefBR",,,1
Eu faria uma cebola Wellington... 🤣🤣🤣🤣 #sqn,,,1
@rafaarnoldi @thaweees parece a gente dançando!!! #sqn USGSIAHSUSH https://t.co/NUbX0JX9So,,Alo @Pocah pode chamar ele pro seu show https://t.co/BbeotVC1ME,1
@claudioedantas Ninguém poderia imaginar isso... #sqn,,,1
